Index,UMAP1,UMAP2,cancer_type
MEL-IPI_Pat15-Tumor-SM-4DK1B,0.09559692,6.7814913,SKCM
MEL-IPI_Pat16-Tumor-SM-53U3E,1.0976167,5.482997,SKCM
MEL-IPI_Pat19-Tumor-SM-4DK1F,-1.6259754,2.8168595,SKCM
MEL-IPI_Pat25-Tumor-SM-4DK1L,0.067563005,6.336664,SKCM
MEL-IPI_Pat27-Tumor-SM-4DK1N,-0.7263119,3.7654245,SKCM
MEL-IPI_Pat28-Tumor-SM-4DK1O,-0.75124276,5.8358603,SKCM
MEL-IPI_Pat33-Tumor-SM-4DK1T,0.12515089,7.7587867,SKCM
MEL-IPI_Pat36-Tumor-SM-53U3X,0.33571276,7.50201,SKCM
MEL-IPI_Pat37-Tumor-SM-53U3Y,0.55714875,4.243291,SKCM
MEL-IPI_Pat40-Tumor-SM-4DK21,-0.45584166,5.2923484,SKCM
MEL-IPI_Pat43-Tumor-SM-4DK24,-2.7466953,2.733048,SKCM
MEL-IPI_Pat44-Tumor-SM-4DK25,1.3131713,4.34594,SKCM
MEL-IPI_Pat45-Tumor-SM-4DK26,-0.060855124,6.546483,SKCM
MEL-IPI_Pat46-Tumor-SM-53U48,1.2989068,3.8736126,SKCM
MEL-IPI_Pat50-Tumor-SM-53U69,0.62275505,6.034541,SKCM
MEL-IPI_Pat81-Tumor-SM-4DK37,0.29842824,7.7238207,SKCM
MEL-IPI_Pat83-Tumor-SM-53U2W,0.27767256,2.985918,SKCM
MEL-IPI_Pat85-Tumor-SM-53U2Y,-1.6929871,1.8808519,SKCM
MEL-IPI_Pat86-Tumor-SM-4DK3C,-0.124230236,6.370987,SKCM
MEL-IPI_Pat98-Tumor-SM-4CU6L,1.3637171,3.8535013,SKCM
MEL-IPI_Pat118-Tumor-SM-5X2QV,-1.843021,3.0740077,SKCM
MEL-IPI_Pat119-Tumor-SM-7459N,1.6862358,4.8765664,SKCM
MEL-IPI_Pat39-Tumor-SM-4DK1Z,-2.2164435,2.7823713,SKCM
MEL-IPI_Pat47-Tumor-SM-4DK28,-0.71126115,6.575707,SKCM
MEL-IPI_Pat04-Tumor-SM-4DJZZ,0.0028115823,6.3207545,SKCM
MEL-IPI_Pat38-Tumor-SM-53U3Z,-1.4375718,2.3418665,SKCM
MEL-IPI_Pat79-Tumor-SM-53U2S,0.276486,5.6647596,SKCM
MEL-IPI_Pat90-Tumor-SM-4DK3G,-0.32088476,3.6836207,SKCM
MEL-IPI_Pat126-Tumor-SM-5X2R4,-1.1292499,5.513937,SKCM
MEL-IPI_Pat02-Tumor-SM-4DJZX,-2.8752341,3.2363982,SKCM
MEL-IPI_Pat49-Tumor-SM-4DK2A,-1.375322,1.8640553,SKCM
MEL-IPI_Pat80-Tumor-SM-4DK36,0.17316887,3.0178144,SKCM
MEL-IPI_Pat88-Tumor-SM-4DK3E,-0.12701108,2.411647,SKCM
MEL-IPI_Pat123-Tumor-SM-5X2R1,1.6494443,5.3163905,SKCM
MEL-IPI_Pat29-Tumor-SM-4DK1P,-1.2545749,2.45543,SKCM
1_ipiPD1_PRE,0.6041312,7.4261107,SKCM
2_ipiPD1_PRE,0.9587958,3.6503773,SKCM
6_ipiPD1_PRE,0.7693254,5.4530067,SKCM
7_ipiPD1_PRE,1.2281921,7.5190606,SKCM
8_ipiPD1_PRE,0.64839196,5.265942,SKCM
10_ipiPD1_PRE,1.6574545,4.266471,SKCM
12_ipiPD1_PRE,-0.82801217,4.050794,SKCM
13_ipiPD1_PRE,-0.4774241,2.2695272,SKCM
14_ipiPD1_PRE,0.34436613,6.7386227,SKCM
15_ipiPD1_PRE,-0.5868517,6.1553183,SKCM
17_ipiPD1_PRE,1.0631156,6.869898,SKCM
19_ipiPD1_PRE,-0.10941149,2.6951702,SKCM
20_ipiPD1_PRE,-0.7242942,2.0454073,SKCM
21_ipiPD1_PRE,-0.3570139,2.7557714,SKCM
23_ipiPD1_PRE,0.8078146,7.7573895,SKCM
24_ipiPD1_PRE,0.32154045,5.970134,SKCM
25_ipiPD1_PRE,1.3448322,4.6799383,SKCM
26_ipiPD1_PRE,0.19601743,5.1241264,SKCM
27_ipiPD1_PRE,-0.7323486,2.620527,SKCM
32_ipiPD1_PRE,-0.48343936,2.1256487,SKCM
33_ipiPD1_PRE,0.08381729,4.0618806,SKCM
34_ipiPD1_PRE,0.16232243,6.412404,SKCM
35_ipiPD1_PRE,-1.4573398,3.2734296,SKCM
36_ipiPD1_PRE,-0.94287634,2.5131238,SKCM
37_ipiPD1_PRE,-0.7658359,2.2355425,SKCM
38_ipiPD1_PRE,-2.3630266,4.8977757,SKCM
44_ipiPD1_PRE,-1.8215222,3.8635585,SKCM
45_ipiPD1_PRE,-0.1297872,3.8245668,SKCM
46_ipiPD1_PRE,-1.3735782,2.7569907,SKCM
47_ipiPD1_PRE,-0.7877613,2.3226008,SKCM
49_ipiPD1_PRE,-0.106575154,4.343681,SKCM
50_ipiPD1_PRE,-1.2781223,4.2313485,SKCM
2_PD1_PRE,-3.15122,3.859517,SKCM
3_PD1_PRE,-1.1317452,6.492721,SKCM
4_PD1_PRE,-1.7961727,3.0885296,SKCM
5_PD1_PRE,1.0935997,3.930288,SKCM
6_PD1_PRE,-1.1024237,1.8265946,SKCM
7_PD1_PRE,-1.9004264,3.5376523,SKCM
8_PD1_PRE,1.6780682,7.6056685,SKCM
9_PD1_PRE,-2.360962,3.4544964,SKCM
10_PD1_PRE,-1.1216954,4.0293927,SKCM
11_PD1_PRE,-2.4508626,4.331727,SKCM
12_PD1_PRE,-0.7806596,4.6574726,SKCM
13_PD1_PRE,-1.2378421,6.1270885,SKCM
14_PD1_PRE,-1.3580166,3.9136667,SKCM
15_PD1_PRE,-1.4776938,4.9108424,SKCM
16_PD1_PRE,0.32763577,3.9816382,SKCM
17_PD1_PRE,-2.273593,4.1649776,SKCM
18_PD1_PRE,-0.3681273,6.0315557,SKCM
19_PD1_PRE,-0.28079265,6.3082366,SKCM
21_PD1_PRE,0.374685,6.528997,SKCM
23_PD1_PRE,-1.4683925,5.3857117,SKCM
25_PD1_PRE,-1.1600282,3.4557862,SKCM
27_PD1_PRE,1.2903675,4.26339,SKCM
29_PD1_PRE,0.32790342,7.1220546,SKCM
30_PD1_PRE,1.0689948,5.9274793,SKCM
34_PD1_PRE,0.04137785,4.8731794,SKCM
35_PD1_PRE,-2.4948256,2.2816224,SKCM
36_PD1_PRE,0.025860356,2.9595113,SKCM
38_PD1_PRE,-1.8621366,2.9231377,SKCM
40_PD1_PRE,-0.9583323,2.3425071,SKCM
41_PD1_PRE,-0.2351267,5.5437565,SKCM
42_PD1_PRE,-1.8439263,4.663711,SKCM
44_PD1_PRE,-1.7327365,1.7684828,SKCM
45_PD1_PRE,-1.2421825,1.9570285,SKCM
46_PD1_PRE,-1.5481747,4.5651174,SKCM
47_PD1_PRE,-2.6666393,2.7147782,SKCM
48_PD1_PRE,-0.91166383,1.9935808,SKCM
49_PD1_PRE,-1.2137512,5.0873957,SKCM
50_PD1_PRE,-1.0402777,2.998997,SKCM
52_PD1_PRE,-0.37624612,4.826009,SKCM
53_PD1_PRE,-1.3517419,1.8608643,SKCM
54_PD1_PRE,-0.0927773,2.6232495,SKCM
Pt1-baseline,-3.2528028,5.2601414,SKCM
Pt2-baseline,-2.836073,6.5615807,SKCM
Pt4-baseline,-0.21681985,6.9025397,SKCM
Pt5-baseline,-0.2771308,7.8103576,SKCM
Pt6-baseline,-0.47041422,7.3011684,SKCM
Pt7-baseline,-1.3775007,7.2369266,SKCM
Pt8-baseline,-1.5368863,6.692284,SKCM
Pt9-baseline,-3.073114,5.633477,SKCM
Pt10-baseline,-1.6918502,6.7985883,SKCM
Pt12-baseline,-1.8154923,6.062925,SKCM
Pt13-baseline,-2.9992144,5.456814,SKCM
Pt14-baseline,-2.9445229,5.357377,SKCM
Pt15-baseline,0.28503203,3.7745597,SKCM
Pt19-baseline,0.10496605,7.0490503,SKCM
Pt20-baseline,-1.1427265,4.7788787,SKCM
Pt22-baseline,-3.575302,5.2713776,SKCM
Pt23-baseline,-2.1600704,6.158685,SKCM
Pt25-baseline,-0.9189353,6.6144886,SKCM
Pt27-baseline,-0.07063569,3.449462,SKCM
Pt28-baseline,-2.1352262,5.4626913,SKCM
Pt29-baseline,-0.42071253,3.7934315,SKCM
Pt31-baseline,-1.4651313,7.035702,SKCM
Pt32-baseline,-2.4208896,6.1472225,SKCM
Pt35-baseline,-0.9690636,7.128992,SKCM
Pt37-baseline,-0.0557021,6.6301656,SKCM
Pt38-baseline,-1.6695025,1.4185424,SKCM
Patient166_T,0.66290784,8.009438,SKCM
Patient99_T_P,0.23208293,3.5141375,SKCM
Patient100_T_P,-1.7143548,1.6003573,SKCM
Patient112_T_P,-0.8686211,4.468597,SKCM
Patient116_T_P,-0.51969415,6.421401,SKCM
Patient125_T_P,-1.0452163,1.7754637,SKCM
Patient126_T_P,0.32614353,4.9099927,SKCM
Patient141_T,1.0483228,7.714931,SKCM
Patient147_T,0.71635544,7.6512322,SKCM
Patient18_T_M,0.53718626,7.279198,SKCM
Patient181_T,-1.4213345,3.4881854,SKCM
Patient185_T,-1.356828,3.6771894,SKCM
Patient191_T,0.45950693,4.167595,SKCM
Patient195_T,-1.2616906,3.1360886,SKCM
Patient20_T_M,-0.24610534,5.160637,SKCM
Patient22_T_M,0.72880197,7.927358,SKCM
Patient23_T_M,1.2670131,5.842241,SKCM
Patient24_T_M,-0.5025745,6.8558517,SKCM
Patient35_T_M,1.3249657,5.6770525,SKCM
Patient42_T_M,0.7786629,7.348414,SKCM
Patient45_T_M,0.3055195,3.1736648,SKCM
Patient47_T_M,1.8853663,4.377195,SKCM
Patient56_T_M,-2.2224681,3.7883565,SKCM
Patient62_T_P,-0.8531417,3.622609,SKCM
Patient63_T_P,1.2924141,4.7980037,SKCM
Patient67_T_P,1.0969815,6.910841,SKCM
Patient72_T_P,1.2546792,4.46704,SKCM
Patient73_T_P,-0.24038687,6.6097016,SKCM
Patient83_T_P,1.5458257,4.564551,SKCM
Patient9_T_M,-0.63840556,4.129887,SKCM
Patient163_T,0.7543519,3.3338242,SKCM
Patient168_T,1.7181758,4.4029803,SKCM
Patient17_T_M,0.1782422,4.802147,SKCM
Patient37_T_M,0.18316011,3.77024,SKCM
Patient36_T_M,0.5521169,6.82633,SKCM
Patient98_T_P,-0.3293488,3.0476606,SKCM
Patient127_T_P,-1.3184876,5.9100757,SKCM
Patient162_T,0.66609424,3.3745403,SKCM
Patient38_T_M,0.7419095,7.5044265,SKCM
Patient40_T_M,0.98363507,7.3294554,SKCM
Patient96_T_P,1.0902942,7.767228,SKCM
Patient130_T_P,0.5121698,4.399419,SKCM
Patient167_T,1.3921766,4.9524045,SKCM
Patient196_T,1.6414022,4.75592,SKCM
Patient197_T,0.5685178,7.79411,SKCM
Patient117_T_P,-0.30942598,3.9114842,SKCM
Patient165_T,-0.009301622,4.6236515,SKCM
Patient1_T_M,1.2121956,6.741622,SKCM
Patient10_T_M,-0.41394117,4.046127,SKCM
Patient105_T_P,1.2305518,7.8358884,SKCM
Patient106_T_P,0.36301726,5.9692955,SKCM
Patient11_T_M,1.1128076,4.719005,SKCM
Patient121_T_P,0.13065463,3.3602936,SKCM
Patient13_T_M,1.7348975,4.010075,SKCM
Patient133_T,-0.24652342,3.2091813,SKCM
Patient134_T,-1.7318633,3.159209,SKCM
Patient135_T,0.23708147,3.4139018,SKCM
Patient14_T_M,-0.029034855,5.707583,SKCM
Patient140_T,1.1598384,7.9913564,SKCM
Patient143_T,-2.0912883,3.2379856,SKCM
Patient145_T,-1.2249687,5.3064966,SKCM
Patient146_T,0.07937082,7.034374,SKCM
Patient148_T,1.4768431,5.278874,SKCM
Patient15_T_M,0.29689297,4.877481,SKCM
Patient154_T,-2.1843808,4.528631,SKCM
Patient155_T,-0.8256713,6.418686,SKCM
Patient156_T,0.04453268,6.9281054,SKCM
Patient169_T,-1.5115341,3.5346396,SKCM
Patient170_T,-0.8250679,6.2811003,SKCM
Patient172_T,-2.0511947,3.5427308,SKCM
Patient187_T,-1.1306468,5.6324935,SKCM
Patient188_T,1.5220876,4.029427,SKCM
Patient189_T,-2.0688958,3.9947357,SKCM
Patient193_T,-1.0808432,5.7969832,SKCM
Patient203_T,-1.7064763,3.8517358,SKCM
Patient204_T,-0.40458378,6.3392377,SKCM
Patient205_T,0.24110597,6.6463532,SKCM
Patient206_T,-0.6041643,3.8822172,SKCM
Patient21_T_M,0.68179417,7.5849347,SKCM
Patient25_T_M,-1.4255296,5.2351546,SKCM
Patient30_T_M,1.2645742,4.8106995,SKCM
Patient31_T_M,0.87120295,6.40051,SKCM
Patient32_T_M,1.8532805,4.652254,SKCM
Patient33_T_M,-1.8780276,2.8119185,SKCM
Patient34_T_M,-2.5333734,4.4202933,SKCM
Patient4_T_M,-0.7467997,6.4013424,SKCM
Patient48_T_M,1.7116138,5.115086,SKCM
Patient6_T_M,-1.1151906,6.2284822,SKCM
Patient7_T_M,0.6772243,6.4158025,SKCM
Patient78_T_P,-1.4083064,3.5996802,SKCM
Patient8_T_M,0.22349848,7.2959924,SKCM
Patient87_T_P,-0.42221245,2.205574,SKCM
Patient94_T_P,-0.43572703,4.6443973,SKCM
Patient137_T,-0.56225425,1.9490618,SKCM
Patient27_T_M,0.31074125,2.9344366,SKCM
Patient86_T_P,-0.9784621,1.786346,SKCM
Patient132_T,-0.9696288,3.055912,SKCM
Patient149_T,-1.09613,3.0433998,SKCM
Patient173_T,1.3448539,4.3619595,SKCM
Patient77_T_P,0.22411637,6.0237985,SKCM
Patient150_T,0.81741095,6.682433,SKCM
Patient158_T,0.58497715,3.4622173,SKCM
Patient102_T_P,1.5627584,4.1277046,SKCM
Patient200_T,1.1297342,4.1219606,SKCM
Patient79_T_P,-0.30059442,5.887889,SKCM
Patient82_T_P,1.7448539,3.9737172,SKCM
Patient159_T,0.64755726,3.821572,SKCM
102T-Tumor-SM-BZ9XL,1.4415814,7.7043333,SKCM
107T-Tumor-SM-BZ9WD,1.0745739,5.6598144,SKCM
115T-Tumor-SM-BZ9WG,0.90305704,6.623417,SKCM
122T-Tumor-SM-BZ9WT,0.72033834,6.3918223,SKCM
126T-Tumor-SM-CDZ2D,1.4397695,5.2458487,SKCM
148T-Tumor-SM-BZ9XH,1.309454,7.0616508,SKCM
155T-Tumor-SM-BZ9WV,0.8498517,7.6930037,SKCM
166T-Tumor-SM-AZXO4,-2.0691576,3.530613,SKCM
208T-Tumor-SM-AH3NE,1.4339741,7.292363,SKCM
212T-Tumor-SM-BZ9X2,0.93995243,7.898261,SKCM
255T-Tumor-SM-CO8YG,-2.0470285,4.792332,SKCM
272T-Tumor-SM-BZ9X7,-0.26959634,5.3241925,SKCM
278T-Tumor-SM-CRSYW,0.6041834,3.346224,SKCM
292T-Tumor-SM-CDZ2C,0.57635623,7.095318,SKCM
324T-Tumor-SM-BZ9XM,1.4742787,5.4620323,SKCM
333T-Tumor-SM-AZXNZ,0.87516207,5.153047,SKCM
356T-Tumor-SM-AZXNY,-1.2631855,4.501123,SKCM
35T-Tumor-SM-BZ9VQ,1.4073569,7.9524026,SKCM
379T-Tumor-SM-BZ9XI,-1.2031467,6.2460146,SKCM
383T-Tumor-SM-BZ9WI,1.2241681,7.000114,SKCM
391T-Tumor-SM-AZXNX,0.773048,7.059544,SKCM
39T-Tumor-SM-BZ9VS,1.457758,7.882659,SKCM
422T-Tumor-SM-BZ9WK,1.1250356,7.1698155,SKCM
42T-Tumor-SM-BZ9VZ,1.1696919,6.2301173,SKCM
430T-Tumor-SM-AZXO1,-1.9167087,3.997233,SKCM
43T-Tumor-SM-CO8YI,-0.2245779,3.3030496,SKCM
62T-Tumor-SM-BZ9W5,1.3918443,7.7520857,SKCM
77T-Tumor-SM-BZ9W8,1.2325941,5.223119,SKCM
98T-Tumor-SM-BZ9WA,1.0771781,7.9674406,SKCM
99T-Tumor-SM-AH3NB,1.5776495,7.87413,SKCM
Bl1AT-Tumor-SM-BZ9XO,0.6305067,7.4035854,SKCM
PD004T-Tumor-SM-BZ9XG,1.3366897,7.116514,SKCM
PDL002T-Tumor-SM-BZ9WQ,0.7604879,6.5360126,SKCM
QQQT-Tumor-SM-AZXO5,-1.2776122,3.2089674,SKCM
Pt1_Pre_AD101148,-1.1759113,4.3416395,SKCM
Pt2_Pre_AD101150,-2.4770043,5.4033895,SKCM
Pt3_Pre_E9024733,-1.2142174,7.268424,SKCM
Pt4_Pre_E9021023,-1.0414495,6.6952195,SKCM
Pt5_Pre_E9021022,-0.725204,5.5735927,SKCM
Pt8_Pre_AD153354,-2.9649596,5.377562,SKCM
Pt9_Pre_E9021024,-3.2341645,6.549315,SKCM
Pt10_Pre_E9047565,-0.5424251,7.7608976,SKCM
Pt11_Pre_AD153352,-2.8917286,5.528813,SKCM
Pt17_Pre_E9047563,-0.1358525,7.7755704,SKCM
Pt18_Pre_E9024732,-1.3900224,1.692276,SKCM
Pt23_Pre_AD313075,-2.5997455,5.6161914,SKCM
Pt24_Pre_AD436687,-3.1948748,5.0035014,SKCM
Pt26_Pre_AD467789,-0.3147867,7.480186,SKCM
Pt27_Pre_AD453873,-0.33452824,5.9748116,SKCM
Pt28_Pre_AD297619,-0.69205844,5.532237,SKCM
Pt29_Pre_AD497504,-0.84733564,3.1957192,SKCM
Pt30_Pre_AD497503,-0.039964188,7.3640356,SKCM
Pt31_Pre_AD453872,-0.12834711,2.9484923,SKCM
Pt34_Pre_AD466985,-3.4453588,5.2088466,SKCM
Pt36_Pre_AD467095,-4.1052003,4.860184,SKCM
Pt37_Pre_AD502452,-2.3671615,5.716419,SKCM
Pt38_Pre_E9200719,-1.5514461,7.139687,SKCM
Pt39_Pre_AD485899,0.03295139,7.9951315,SKCM
Pt44_Pre_AD467790,-0.7678632,3.0813224,SKCM
Pt46_Pre_AD467096,-3.3838868,5.045049,SKCM
Pt47_Pre_AD506073,-2.4480767,5.5216103,SKCM
Pt48_Pre_E9047561,-3.3911507,6.1128044,SKCM
Pt49_Pre_AD667851,-3.164946,4.815525,SKCM
Pt52_Pre_AD506075,-3.1919777,6.267626,SKCM
Pt59_Pre_AD823915,-3.2863333,5.2961783,SKCM
Pt62_Pre_AD608303,0.19297929,7.3310056,SKCM
Pt65_Pre_AD793919,-2.3461282,2.641366,SKCM
Pt66_Pre_AD667850,-1.5420672,7.482595,SKCM
Pt67_Pre_AD506074,-1.7918577,5.124367,SKCM
Pt72_Pre_AD793922,0.041743696,7.8873453,SKCM
Pt76_Pre_AD667852,-2.3030815,7.2604527,SKCM
Pt77_Pre_AD733591,-2.84969,1.2593133,SKCM
Pt78_Pre_AD467018,0.0039071427,7.1815457,SKCM
Pt79_Pre_AD733587,0.71564853,4.0815134,SKCM
Pt82_Pre_AD823914,-2.803136,6.193757,SKCM
Pt84_Pre_AD486532,-0.35990682,7.2037992,SKCM
Pt85_Pre_AD486329,-0.12390545,7.97983,SKCM
Pt89_Pre_AE070951,-2.849809,5.1923866,SKCM
Pt90_Pre_AD467873,-2.3753984,5.5102925,SKCM
Pt92_Pre_AE134060,-1.5898345,5.2383776,SKCM
Pt94_Pre_AD732850,-1.8835534,4.2940493,SKCM
Pt98_Pre_AD733586,0.17572904,6.929613,SKCM
Pt101_Pre_AD486328,-2.2522006,1.3276485,SKCM
Pt103_Pre_AE134058,-3.3451638,5.2619023,SKCM
Pt106_Pre_AD502250,-2.717075,5.6664705,SKCM
Kim_NatMed_2018-p602-ar-987,15.712634,4.627947,STAD
Kim_NatMed_2018-p603-ar-988,15.348464,4.90833,STAD
Kim_NatMed_2018-p604-ar-989,15.72508,5.154715,STAD
Kim_NatMed_2018-p605-ar-990,15.526097,4.611541,STAD
Kim_NatMed_2018-p618-ar-991,19.414886,7.7698946,STAD
Kim_NatMed_2018-p619-ar-992,17.318213,7.642348,STAD
Kim_NatMed_2018-p620-ar-993,15.880323,4.7777886,STAD
Kim_NatMed_2018-p621-ar-994,15.234161,4.736538,STAD
Kim_NatMed_2018-p622-ar-995,14.206311,5.201859,STAD
Kim_NatMed_2018-p623-ar-000,15.53008,5.0349936,STAD
Kim_NatMed_2018-p624-ar-996,18.358786,7.5081863,STAD
Kim_NatMed_2018-p625-ar-997,15.965231,5.144835,STAD
Kim_NatMed_2018-p629-ar-998,19.46007,8.071621,STAD
Kim_NatMed_2018-p630-ar-999,15.426126,5.5698495,STAD
Kim_NatMed_2018-p631-ar-033,16.701551,7.0587626,STAD
Kim_NatMed_2018-p632-ar-001,17.492508,8.108056,STAD
Kim_NatMed_2018-p634-ar-002,14.813283,5.57455,STAD
Kim_NatMed_2018-p635-ar-003,15.989684,5.9075894,STAD
Kim_NatMed_2018-p637-ar-004,15.907073,4.664251,STAD
Kim_NatMed_2018-p638-ar-005,17.62214,7.665397,STAD
Kim_NatMed_2018-p639-ar-006,15.886907,5.3195434,STAD
Kim_NatMed_2018-p640-ar-007,15.797908,5.348599,STAD
Kim_NatMed_2018-p641-ar-008,15.380578,4.9071407,STAD
Kim_NatMed_2018-p642-ar-009,19.094692,7.5295887,STAD
Kim_NatMed_2018-p643-ar-010,15.435771,11.731571,STAD
Kim_NatMed_2018-p644-ar-011,15.169372,5.0018387,STAD
Kim_NatMed_2018-p645-ar-012,15.328427,4.475228,STAD
Kim_NatMed_2018-p647-ar-013,15.274314,4.565454,STAD
Kim_NatMed_2018-p648-ar-014,15.422316,4.873883,STAD
Kim_NatMed_2018-p649-ar-015,15.521652,4.7093477,STAD
Kim_NatMed_2018-p651-ar-016,14.866841,4.9546285,STAD
Kim_NatMed_2018-p652-ar-019,15.2178955,4.7215195,STAD
Kim_NatMed_2018-p654-ar-023,17.454588,11.68736,STAD
Kim_NatMed_2018-p655-ar-018,15.3473015,4.6710877,STAD
Kim_NatMed_2018-p656-ar-020,14.576256,5.1502447,STAD
Kim_NatMed_2018-p657-ar-021,16.091427,4.843338,STAD
Kim_NatMed_2018-p659-ar-025,18.055933,7.714579,STAD
Kim_NatMed_2018-p660-ar-024,15.790591,4.605778,STAD
Kim_NatMed_2018-p662-ar-027,16.23305,5.771681,STAD
Kim_NatMed_2018-p663-ar-028,15.716573,5.0649567,STAD
Kim_NatMed_2018-p664-ar-026,15.597376,4.6759353,STAD
Kim_NatMed_2018-p666-ar-029,13.161672,7.0285683,STAD
Kim_NatMed_2018-p667-ar-030,15.582951,5.318989,STAD
Kim_NatMed_2018-p668-ar-031,15.856308,4.9930716,STAD
Kim_NatMed_2018-p669-ar-032,15.319956,5.2091584,STAD
